procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 6  0  66900  13460   1316  21844    0    0     0     0 2582 2859 72 20  8  0
 2  0  66872  13336   1316  21952   12    0    12     0 2775 2954 73 19  8  0
 5  0  66776  13120   1316  22104   48    0    48     0 2909 2926 72 22  6  0
 4  0  66756  12996   1316  22348    0    0     0     0 2820 2885 69 24  8  0
 6  0  66696  12904   1324  22476    4    0     4    12 2904 2986 69 23  8  0
 5  0  66512  12592   1324  22704   60    0    60     0 2909 2876 71 25  5  0
 6  0  66448  12376   1324  22792    4    0     4     0 2760 2739 72 22  7  0
 6  0  66364  12220   1324  22976    8    0     8     0 2512 2924 68 23  9  0
 5  0  66292  12096   1324  23144    8    0     8     0 2694 2992 66 26  8  0
 2  0  66092  11880   1332  23392   36    0    36    32 2783 2687 71 25  4  0
 3  0  65816  11412   1332  23468   84    0   104     0 3079 3101 70 24  6  0
 6  0  65800  11476   1332  23600    0    0     0     0 2677 2966 70 25  6  0
 6  0  65776  11228   1332  23876    0    0     0     0 2967 3035 69 23  8  0
 5  0  65768  10980   1332  24112    0    0    52     0 2595 2666 70 21  9  0
 6  0  65752  10920   1340  24252   76    0    76    12 2590 2750 67 24 10  0
 5  0  65752  10608   1340  24388    0    0     0     0 2821 2908 72 21  7  0
 2  0  65752  10484   1340  24452    0    0     0     0 2546 2810 74 22  5  0
 2  0  65752  10188   1340  24664    8    0     8     0 2632 2599 76 22  3  0
 5  0  65736  10176   1340  24884    8    0    12     0 2525 2439 73 24  3  0
 3  0  65708   9864   1348  25052   32    0    32    36 2878 3154 70 26  4  0
 5  0  65644   9584   1348  25232    8    0    60     0 2853 2818 71 24  5  0
 6  0  65640   9492   1348  25420    0    0     0     0 2796 2933 71 22  8  0
 4  0  65640   9384   1348  25572    0    0     0     0 2920 2929 75 21  3  0
 2  0  65608   9104   1348  25736    8    0    12     0 2688 2954 74 21  5  0
 4  0  65584   9104   1356  25812    0    0     0    56 2651 2812 73 22  6  0
 5  0  65556   8888   1356  26092    0    0     0     0 2871 3176 68 27  5  0
 3  1  66572   9276   1368  25524    0 1072    64  1072 5019 3454 72 24  2  3
 5  0  66552   9648   1364  25436   56   80    56    80 3663 3673 73 22  4  1
 5  0  66536   9648   1376  25668    0    0    44     0 2684 2892 70 25  6  0
 3  0  66536   9492   1392  25760    0    0     8  1972 2723 2768 67 24 10  0
 4  0  66504   9476   1392  25848    4    0     8     0 2512 2594 68 26  6  0
 2  0  66480   9444   1392  26072    8    0     8     0 2794 2866 70 22  9  0
 6  0  66480   9400   1392  26192    0    0     0     0 2728 2959 70 22  9  0
 3  0  66456   9244   1392  26380    0    0     0     0 3073 3669 72 22  6  0
 4  0  66336   9228   1400  26576   12    0    12    56 2353 2533 68 24  9  0
 1  0  66336   9152   1400  26672    0    0     0     0 2703 2693 71 25  5  0
 4  0  66296   8996   1400  26796    0    0     0     0 2764 3137 72 22  6  0
 7  0  66276   8856   1400  26960    0    0     0     0 2594 2836 68 22 10  0
 1  1  66348   8608   1396  27120   52  104    52   104 3156 2895 70 23  6  0
 1  1  66476   8980   1392  26736    4  160     4  2128 4318 2833 70 24  1  6
 2  0  66996   9812   1308  26112   84  588    84   588 5368 4339 56 25 14  5
 1  0  66896   9964   1308  26276  240    0   240     0 2933 5664 50 22 29  0
 3  0  66840   9932   1308  26400    0    0     0     0 2623 5431 37 23 40  0
 2  0  66752   9904   1316  26832  136    0   428     0 2712 5876 42 25 34  0
 0  0  66748  11156   1324  27008    0    0     0    32 3162 7649 44 22 34  0
 2  0  66732  11048   1324  27080   28    0    28     0 2768 5445 39 22 39  0
 4  0  66724  11580   1324  27216    0    0     0     0 3253 7301 47 24 30  0
 0  0  66676  11680   1324  27388    0    0     0     0 3128 6348 42 21 37  0
 0  0  66652  11588   1324  27504   12    0    12     0 3056 5921 34 19 47  0
 4  0  66544   9844   1348  28684  116    0  1164  2028 3216 5985 35 23 41  0
 6  0  66496   9752   1348  28820    0    0     0     0 2980 5639 36 25 38  0
 2  0  66456   9944   1348  29004    4    0    64     0 3096 5894 34 23 43  0
 1  0  66456   9772   1348  29040    0    0     0     0 3053 5475 30 23 47  0
 2  0  66428   9740   1348  29168    0    0     0     0 3436 5038 38 20 42  0
 1  0  66344   9820   1356  29296   16    0    16    24 3540 5325 26 16 58  0
 1  0  66332   9884   1356  29332   12    0    12     0 3391 4899 26 12 62  0
 1  0  66300   9824   1356  29408   32    0    32     0 2913 4274 38 25 37  0
 2  0  66276   9872   1356  29488   32    0    32     0 3012 4111 30 20 50  0
 3  0  66148   9624   1356  29644   52    0   124     0 2702 3425 31 23 46  0
 0  0  66124   9500   1364  29712    8    0     8    80 2956 3909 31 20 48  0
 3  0  66108   9376   1372  29776    0    0     8     0 2762 3628 24 17 59  0
 5  0  66084   9408   1372  29856    4    0     4     0 2666 3332 29 24 48  0
 0  0  66060   9376   1372  29924    0    0     0     0 2593 3281 27 26 46  0
 2  0  66048   9376   1372  29968    0    0     0     0 2397 2912 29 17 54  0
 0  0  66020   9160   1380  30020   16    0    16  1988 2507 3080 27 18 55  0
 0  0  65996   9160   1380  30088    0    0     0     0 2281 2728 30 22 49  0
 2  0  65996   9192   1380  30112    0    0     0     0 2309 2725 26 16 58  0
 1  0  65984   9224   1380  30172    0    0     0     0 2053 2444 27 22 51  0
 1  0  65924   9132   1380  30264    0    0     0     0 2111 2517 27 17 57  0
 2  0  65916   9148   1388  30248    0    0     0    20 2113 2461 25 16 59  0
 4  0  65904   9116   1388  30308    0    0     0     0 2176 2620 28 19 53  0
 2  0  65896   9148   1388  30344    0    0     0     0 2150 2655 20 14 66  0
 0  0  66140   9644   1352  29744    8  256     8   256 2781 2417 24 20 49  8
 5  0  66128   9456   1352  29764  132    0   132     0 1737 2096 22 20 58  0
 0  0  66100   9488   1360  29844    0    0     0  1968 1901 2232 22 14 63  0
 2  0  66096   9364   1360  29832   32    0    32     0 2075 2294 27 19 54  0
 0  0  66092   9396   1360  29904    0    0     0     0 1908 2244 22 15 64  0
 2  0  66052   9364   1360  29996   76    0    76     0 1711 2014 28 16 56  0
 1  0  66040   9240   1360  29976    4    0     4     0 1703 1971 23 16 61  0
 0  0  66032   9084   1500  29964    0    0   132    36 1473 1473 20 13 67  0
 0  0  66024   9116   1500  30028    0    0     0     0 1530 1824 19  9 72  0
 1  0  66024   9116   1500  30048    0    0     0     0 1415 1543 15 10 76  0
 0  0  66020   9116   1500  30072    0    0     0     0 1163 1247 16 10 74  0
 0  0  66008   9116   1500  30076   20    0    20     0  998 1053 13  7 81  0
 1  0  65988   8992   1508  30076   36    0    36    16  952  933 12  8 79  0
 0  0  65976   8992   1508  30120    4    0     4     0  904  897 13  8 79  0
 1  0  65964   9024   1508  30136    0    0     0     0  800  764 12  7 81  0
 0  0  65964   9024   1508  30132    0    0     0     0  874  891 14  6 80  0
 0  0  65792   9024   1508  30156   60    0    60     0  725  659 13  4 83  0
 0  1  66236   9488   1516  29712    0  444     0   464  858  684 10  7 69 14
 0  0  66244   9488   1516  29664   12   40    12    40  571  514 10  3 87  0
 0  0  66240   9520   1524  29624   20    0    28     0  613  599 10  4 86  0
 0  0  66240   9520   1524  29652    0    0     0     0  602  571 11  3 86  0
 0  0  66228   9520   1524  29636   36    0    36     0  710  696 12  3 86  0
 0  0  66200   9520   1532  29676   20    0    20   956  956  926 16  9 76  0
 0  0  66192   9488   1532  29684   12    0    12     0  973 1158 13  7 79  0
 0  0  66192   9364   1532  29716    0    0     0     0 1152 1333 14  7 79  0
 0  0  66192   9364   1532  29736    0    0     0     0  725  722 12  6 82  0
 0  0  66188   9364   1532  29748    0    0     0     0 1445 1601 20 14 67  0
 1  0  66184   9396   1540  29768    0    0     0    32 1112 1116 16  6 78  0
 0  0  66180   9396   1540  29788    0    0     0     0 1038 1091 13  9 78  0
 0  0  66152   9428   1540  29776   56    0    56     0 1194 1266 21 11 68  0
 0  0  66148   9428   1540  29828    0    0     0     0  839  929 10  6 84  0
 1  0  66148   9396   1540  29836    0    0     0     0 1312 1360 19 12 69  0
 0  0  66148   9288   1548  29848    0    0     0    12 1210 1225 18 10 72  0
 0  0  66148   9320   1548  29872    0    0     0     0 1040 1032 16  7 77  0
 0  0  66140   9320   1548  29880   16    0    16     0 1115 1245 13  6 82  0
 1  0  66136   9288   1548  29912    0    0     0     0  887  941 12  8 81  0
 0  0  66136   9288   1548  29920    0    0     0     0 1264 1317 13 10 77  0
 1  0  66136   8792   1556  30104   28    0   212    76 1273 1301 15 10 75  0
 0  0  66136   8792   1556  30140    0    0     0     0  986 1078 13  8 79  0
 1  0  66136   8792   1556  30156    0    0     0     0 1024 1118 13  8 79  0
 0  0  66136   8792   1556  30176    0    0     0     0 1039 1062 16 10 74  0
 1  1  66224   8792   1488  30140    0   96     0    96 1271 1183 20 10 67  3
 1  0  66432   9660   1380  29476   68  228    68   248 1536 1232 22 10 54 14
 0  0  66432   9660   1380  29528    0    0     0     0 1016 1085 13  6 81  0
 0  0  66432   9660   1380  29540    0    0     0     0 1013 1109 15  7 78  0
 0  0  66424   9660   1380  29568    0    0     0     0 1109 1087 15 10 75  0
 0  0  66424   9660   1380  29576    0    0     0     0 1125 1140 15 10 75  0
 0  0  66420   9660   1388  29588    0    0     0    16 1231 1249 14  6 79  0
 0  0  66420   9660   1388  29608    0    0     0     0 1055 1093 13  8 79  0
 0  0  66416   9660   1388  29628    0    0     0     0  981  984 13  8 79  0
 1  0  66416   9660   1388  29644    0    0     0     0 1063 1111 13  9 78  0
 0  0  66416   9660   1388  29660    0    0     0     0 1106 1140 14  7 78  0
 1  0  66416   9660   1396  29760    4    0    68   552 1283 1400 15  8 77  0
 2  0  66416   9668   1396  29756    4    0     4     0  976  930 14  9 76  0
 0  0  66416   9700   1396  29772    0    0     0     0 1069 1176 13  7 80  0
 1  0  66416   9668   1396  29792    0    0     0     0 1063 1072 12  9 79  0
 1  0  66404   9668   1396  29792   28    0    28     0 1164 1186 16  6 77  0
 0  0  66404   9668   1396  29820    4    0     4    52 1131 1167 15  8 77  0
 1  0  66404   9668   1404  29840    0    0     0    12  990  995 15  8 78  0
 1  0  66400   9668   1404  29860    0    0     0     0 1142 1149 15 10 75  0
 1  0  66396   9700   1404  29880    0    0     0     0 1107 1086 14  8 79  0
 1  0  66392   9668   1404  29888    4    0     4     0 1079 1055 16 10 74  0
 1  0  66392   9668   1404  29904    0    0     0     0 1001  974 14  9 78  0
 0  0  66392   9668   1412  29920    0    0     0    12  980  948 13  6 82  0
 1  0  66392   9700   1412  29932    0    0     0     0  826  820 12  7 81  0
 0  0  66392   9700   1412  29944    0    0     0     0  839  829 13  4 83  0
 0  0  66388   9700   1412  29952    0    0     0     0  734  660 12  5 83  0
 0  0  66388   9668   1412  29960    0    0     0    16  710  638 10  5 85  0
 1  0  66388   9668   1420  29964    0    0     0    16  519  461 10  2 88  0
 1  0  66384   9668   1420  29968    0    0     0     0  358  347  7  1 92  0
 1  0  66376   9668   1420  29968    0    0     0     0  254  246  7  0 92  0
 4  1  67440   8268    828  31876  380 1084  5632  1352 1574 1196 10  2 84  3
MEDIA
NR:  187 CPU:  58.9676
