procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 6  0  57740  10876    592  25036   36    0    36     0 2818 2749 70 23  7  0
 1  0  57716  10784    592  25188   32    0    32     0 2752 2727 70 21  9  0
 6  0  57704  10596    592  25380    4    0     4     0 2851 3477 71 24  6  0
 6  0  57640  10584    600  25520   44    0    44    28 2666 2662 68 27  6  0
 1  0  57612  10272    600  25692    0    0     0     0 2597 2503 71 23  6  0
 2  0  57576  10180    600  25860    0    0     0     0 2707 2772 68 25  7  0
 6  0  57556   9868    600  26108    0    0     0     0 2651 3204 69 24  8  0
 1  0  57548   9652    600  26272    0    0     0     0 2816 3137 71 22  7  0
 1  0  57536   9652    608  26360    0    0     0    20 2541 2431 67 22 12  0
 5  0  57524   9420    608  26512    0    0     0     0 2906 3381 68 24  8  0
 1  0  57364   9000    608  26808  232    0   232     0 3014 2942 69 23  8  0
 2  0  57340   8908    608  26860    0    0     0     0 2899 3057 71 22  7  0
 6  0  57284   8412    612  26956  100    0   104  1464 2799 2804 69 24  8  0
 1  0  57284   8256    620  27256    0    0     0    44 2622 2904 69 24  6  0
 6  0  57232   8192    620  27448   20    0    20     0 2781 2889 70 24  7  0
 4  0  57192   8008    620  27448    0    0     0     0 2642 2556 74 22  4  0
 2  0  57692   8660    604  27116  428  580   456   580 4736 4057 69 29  3  0
 6  0  57636   8660    604  27400   36    0    80     0 2829 2971 72 22  7  0
 6  0  57584   8504    612  27512   32    0    32    12 2676 3058 70 23  7  1
 5  0  57508   8224    612  27640   88    0    88     0 2508 2995 71 22  7  0
 5  0  57500   8164    612  27812    0    0     0     0 2937 3088 73 22  5  0
 7  0  57980   8504    584  27252  228  564   240   564 3718 2697 71 23  5  1
 3  0  57472   8132    588  27332  456    0   460  1956 2784 2431 73 25  3  0
 3  1  57736   8652    420  27088   72  296    72   316 3820 2717 70 25  5  1
 4  0  57644   8700    420  27352   80    0    80     0 3014 3175 69 27  3  1
 4  0  57560   8496    420  27464   28    0    40     0 2741 2492 68 24  8  0
 5  0  57516   8440    420  27628    0    0     0     0 2805 2697 69 25  7  0
 2  0  57496   8472    420  27724   32    0    32     0 3003 3168 69 26  5  0
 4  0  57432   8304    428  27972    4    0     4    28 2899 3068 68 27  6  0
 2  1  57396   7992    428  28104   28   36    28    36 2706 2736 71 20  9  0
 3  0  58128   8720    372  27560   76  844   120   844 3430 2912 69 25  6  1
 7  0  58088   8680    372  27784    0    0    20     0 3075 3212 72 23  4  0
 4  0  58812   9928    500  27828  420  756  2844  6084 4142 3120 68 29  3  0
 6  0  58676   9632    508  28020  128    0   128    56 2897 3087 69 23  8  0
 2  0  58644   9384    508  28196    4    0     4     0 2563 2638 65 27  9  0
 4  0  58596   9228    508  28300   64    0    64     0 2658 2797 73 21  6  0
 4  0  58504   9112    508  28452    4    0     4     0 2873 3074 69 25  7  0
 3  0  58440   8892    508  28616   84    0    84     0 2739 2998 68 25  8  0
 8  1  58752   8556    512  28508   24  324    24   356 2814 3122 71 24  5  0
 6  0  58996   9064    504  28300  136  308   284   308 3271 3267 67 27  6  0
 2  0  58988   9160    504  28424    0    0     0     0 3086 4101 73 24  4  0
 7  0  58916   9128    504  28568    4    0     4     0 2814 3478 72 21  7  0
 2  0  58884   9004    504  28716   32    0    32     0 2834 3326 73 23  4  0
 7  1  59392   9608    508  28228   36  540    36   552 3330 2687 70 25  5  0
 7  0  59368   8772    664  28720  316    0   892     0 2703 2987 67 24  8  1
 6  0  59320   8772    664  28912   16    0    16     0 2573 2798 68 23  9  0
 3  1  59544   8912    664  28784   88  284    88   284 3444 3060 70 25  5  0
 4  0  59704   9348    660  28796  400  352   400   352 3320 4725 57 23 19  0
 2  0  59676  10516    668  28952   36    0    36    48 3057 6770 44 22 34  0
 5  0  59664  10920    668  29104    0    0     0     0 2926 6493 38 21 41  0
 1  0  59640  11248    668  29248   28    0    28     0 2921 6147 41 21 38  0
 0  0  59576  11224    668  29372    4    0     4     0 3264 6262 32 19 49  0
 1  0  59568  11224    672  29492   20    0    24     0 2978 5787 35 25 40  0
 2  0  59544  11132    680  29592    0    0     0    12 3193 5935 32 18 50  0
 0  0  59532  11008    680  29684    0    0     0     0 3181 4771 34 18 48  0
 0  0  59488  10916    680  29780   32    0    32     0 3036 5002 36 24 40  0
 1  0  59420  11016    680  29860   80    0    80     0 2983 4020 31 18 50  0
 0  0  59416  10892    680  29932   32    0    32     0 2849 3978 32 21 47  0
 1  0  59400  10768    688  30000    0    0     0    12 3056 4223 30 25 44  0
 0  0  59396  10768    688  30064    4    0     4     0 2744 3480 24 14 63  0
 0  0  59392  10644    688  30124   32    0    32     0 2639 3372 25 18 57  0
 0  0  59360  10568    688  30176   44    0    44     0 2354 2901 19 11 70  0
 0  0  59348  10600    688  30224   32    0    32     0 2279 2955 18  9 73  0
 0  0  59328  10508    696  30268   28    0    28    12 2224 2759 26 18 56  0
 0  0  59308  10384    696  30396    0    0    88     0 2020 2421 18  9 73  0
 0  0  59292  10384    696  30440    0    0     0     0 2123 2576 19 14 67  0
 1  0  59268  10320    696  30476    0    0     0     0 1770 2040 18 10 72  0
 0  0  59252  10164    696  30512    0    0     0  2620 1819 2025 23 15 62  0
 1  0  59248  10164    704  30540   32    0    32    28 1877 2108 24 17 58  0
 4  0  59248   9916    704  30624   16    0    64     0 1608 1853 16  9 75  0
 1  0  59244   9948    704  30644   20    0    20     0 1427 1471 19 12 69  0
 1  0  59232   9948    704  30664    0    0     0     0 1241 1254 18 13 69  0
 1  0  58824   9204    724  30836  552    0   724     0 1197 1148 24 10 66  0
 0  0  58824   9204    724  30840    0    0     0     0 1169 1381 14 10 75  0
 0  0  58824   9204    732  30868    0    0     0    28 1112 1173 16  8 76  0
 1  0  58824   9204    732  30880    0    0     0     0  937  922 12  8 80  0
 0  0  58800   9112    732  30892   56    0    56     0  942  916 14  6 80  0
 0  0  58800   9112    732  30908    0    0     0     0  829  809 13  6 82  0
 0  0  58788   9144    732  30916    0    0     0     0  773  805 13  6 81  0
 2  0  58784   9144    740  30924    0    0     0    12  842  749 14  6 80  0
 2  0  58784   9112    740  30936    0    0     0     0  741  698 12  3 85  0
 0  0  58784   9112    740  30940    0    0     0     0  652  638 11  4 85  0
 1  0  58372   8368    740  30924  668    0   668  1712  847  791 15  7 78  0
 0  0  58052   8244    740  30956  184    0   184     0  703  633 15  5 80  0
 0  0  58048   8120    748  30964    4    0     4    24  714  673 13  5 81  0
 0  0  58044   8120    748  30972    0    0     0     0  608  548 11  4 85  0
 0  0  58036   8120    748  30980    4    0     4     0  716  694 11  5 84  0
 0  0  58008   8120    748  30984    4    0     4     0  648  597 10  5 85  0
 0  0  57996   7996    748  30988   44    0    44     0  620  562 10  3 87  0
 0  0  57992   7996    756  30996   12    0    12    12  650  558 11  4 85  0
 0  0  57992   7996    756  31000    0    0     0     0  556  561  9  3 88  0
 0  0  57960   7996    756  31004    0    0     0     0  594  526  9  2 88  0
 1  0  58316  10212    724  28944   72  384   536   500  646  625  9  3 75 13
 0  0  58288  10212    724  28916   16    0    16     0  595  554  9  3 88  0
 0  0  58280  10212    732  28920    0    0     0    52  377  366  8  1 91  0
 0  0  58280  10212    732  28924    0    0     0     0  511  451  8  4 88  0
 0  0  58276  10212    732  28924    4    0     4     0  451  388  9  2 89  0
 0  0  58276  10212    732  28928    0    0     0     0  389  336  9  3 89  0
 0  0  58276  10212    732  28928    0    0     0     0  409  377  8  1 91  0
 0  0  58276  10212    740  28932    0    0     0    12  374  338  7  2 91  0
 0  0  58268  10212    740  28932    0    0     0     0  345  334  8  1 91  0
 0  0  58268  10212    740  28932    0    0     0     0  366  309  8  2 90  0
 0  0  58268  10212    740  28932    0    0     0     0  357  311 10  0 89  0
 1  0  58268  10212    740  28932    0    0     0     0  305  255  8  1 91  0
 0  0  58264  10212    756  28928    0    0     8    16  343  297  8  1 92  0
 0  0  58264  10212    756  28936    0    0     0     0  282  260  5  1 94  0
 0  0  58264  10212    756  28936    0    0     0     0  313  271  7  2 92  0
 0  0  58264  10212    756  28936    0    0     0     0  279  236  8  1 92  0
 0  0  58252  10212    756  28932   16    0    16     0  291  257  7  1 92  0
 0  0  58244  10212    756  28936   16    0    16     0  282  232  7  0 92  0
 2  0  58620  11432   1024  28512  120  440   540   528 1056  804 13  5 81  0
 0  0  59684  12672    972  27940  300 1184   416  1212  614  725  9  2 89  0
 0  0  59680  12672    972  27944   20    0    20     0  419  381  9  1 89  0
 1  0  59680  12672    972  27952    0    0     0     0  661  634 11  4 85  0
 0  0  59680  12672    972  27952    0    0     0     0  354  317  8  1 91  0
 0  0  59648  12672    972  27960   20    0    20     0  599  550 13  2 85  0
 0  0  59640  12672    980  27964   24    0    24    20  478  444  9  3 89  0
 0  0  59620  12672    980  27968   24    0    24     0  524  487 12  3 86  0
 0  0  59600  12672    980  27972    0    0     0     0  667  594 10  4 85  0
 0  0  59572  12672    980  27972    0    0     0     0  376  350  8  1 91  0
 0  0  59564  12672    980  27980    0    0     0     0  587  562  8  5 87  0
 0  0  59548  12672    988  27984    0    0     0    12  500  464  9  2 88  0
 0  0  59440  12292    988  28248   92    0   352     0  584  562 11  4 85  0
 0  0  59424  12292    988  28252    0    0     0     0  662  583 12  4 84  0
 0  0  59424  12292    988  28256    0    0     0     0  442  383  8  2 90  0
 0  0  59424  12292    988  28260    0    0     0     0  514  460 10  2 88  0
 0  0  59424  12292    996  28264    0    0     0    12  572  504 10  4 85  0
 0  0  59408  12292    996  28268    0    0     0     0  469  391 10  2 88  0
 0  0  59400  12292    996  28272    0    0     0     0  618  543 10  4 86  0
 0  0  59392  12292    996  28348   32    0   100     0  482  411 10  2 88  0
 0  0  59364  12292    996  28352   48    0    48     0  515  489 10  2 89  0
 0  0  59344  12260   1004  28356    0    0     0    12  567  489 10  4 86  0
 0  0  59340  12136   1004  28360   12    0    12     0  487  429 10  1 89  0
 0  0  59340  12136   1004  28364    0    0     0     0  592  527 11  3 86  0
 0  0  59340  12136   1004  28368    0    0     0     0  497  447  9  2 88  0
 0  0  59332  12136   1004  28372    0    0     0     0  535  493 10  3 88  0
 0  0  59316  12168   1012  28376   12    0    12    16  517  437 10  2 87  0
 0  0  59296  12168   1012  28460    0    0    80     0  543  488  9  3 88  0
 0  0  59280  12168   1012  28464    0    0     0     0  575  531  9  4 87  0
 0  0  59268  12168   1012  28468    4    0     4     0  475  488 10  2 89  0
 0  0  59264  12168   1012  28472    0    0     0     0  489  463  8  2 90  0
 0  0  59244  12168   1020  28476    4    0     4    12  497  434  9  2 88  0
 0  0  59224  12168   1020  28472   20    0    20     0  569  510 11  3 86  0
 1  0  59044  11796   1020  28484  360    0   360     0  654  534 16  5 80  0
 0  0  59044  11796   1020  28488    0    0     0     0  450  398 10  2 88  0
 0  0  59040  11796   1020  28492    0    0     0   152  512  472 10  2 88  0
 0  0  59040  11796   1028  28496    0    0     0    28  535  496  9  3 88  0
 1  0  58988  11548   1168  28504   64    0   204     0  584  512 11  3 86  0
 1  0  58964  11424   1168  28516   32    0    32     0  589  540 10  3 87  0
 0  0  58964  11424   1168  28512    0    0     0     0  431  357  9  2 89  0
 1  0  58940  11456   1168  28516   24    0    28     0  485  432  9  2 89  0
 1  0  58924  11300   1176  28520   64    0    64    40  448  387  8  2 90  0
 1  0  58908  10464   1176  28892   48    0   408    16  498  400  9  1 90  0
 1  0  58908  10464   1176  28892    0    0     0     0  385  338 10  1 89  0
 1  0  58896  10464   1176  28892    0    0     0     0  364  318  8  1 90  0
 0  0  58896  10464   1176  28892    0    0     0     0  320  296  9  1 91  0
 0  0  58884  10464   1184  28896    4    0     4    44  352  317  8  1 91  0
MEDIA
NR:  185 CPU:  49.224
